numer_sta;date;pmer;tend;cod_tend;dd;ff;t;td;u;vv;ww;w1;w2;n;nbas;hbas;cl;cm;ch;pres;niv_bar;geop;tend24;tn12;tn24;tx12;tx24;tminsol;sw;tw;raf10;rafper;per;etat_sol;ht_neige;ssfrai;perssfrai;rr1;rr3;rr6;rr12;rr24;phenspe1;phenspe2;phenspe3;phenspe4;nnuage1;ctype1;hnuage1;nnuage2;ctype2;hnuage2;nnuage3;ctype3;hnuage3;nnuage4;ctype4;hnuage4;
07005;20220201000000;102680;-80;8;290;3.100000;276.250000;274.650000;89;20000;0;mq;mq;mq;mq;mq;mq;mq;mq;101770;mq;mq;560;mq;mq;mq;mq;273.250000;mq;mq;5.000000;5.800000;-10;mq;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;1.800000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07015;20220201000000;102590;-10;6;260;4.100000;273.650000;271.050000;83;38170;0;mq;mq;mq;5;1750;mq;mq;mq;101990;mq;mq;680;mq;mq;mq;mq;273.450000;mq;mq;4.400000;5.100000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;2.400000;mq;mq;mq;mq;5;mq;1620;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07020;20220201000000;103030;-70;8;290;6.400000;282.650000;279.150000;79;14000;2;2;mq;100;8;1250;32;mq;mq;102920;mq;mq;620;mq;mq;mq;mq;mq;mq;mq;9.000000;10.100000;-10;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.200000;0.200000;mq;mq;mq;mq;8;8;1000;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07027;20220201000000;103040;-40;8;270;5.700000;278.050000;276.250000;88;36020;0;mq;mq;90;7;3300;mq;mq;mq;102200;mq;mq;550;mq;mq;mq;mq;276.850000;mq;mq;7.600000;7.600000;-10;1;0.000000;mq;mq;0.000000;0.000000;0.000000;-0.100000;0.200000;mq;mq;mq;mq;1;mq;3300;7;mq;4260;mq;mq;mq;mq;mq;mq;
07037;20220201000000;102810;-20;8;260;2.900000;276.250000;272.950000;79;19040;0;mq;mq;75;6;800;mq;mq;mq;100900;mq;mq;490;mq;mq;mq;mq;273.650000;mq;mq;3.700000;5.300000;-10;mq;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.800000;mq;mq;mq;mq;1;mq;900;5;mq;1230;6;mq;1410;mq;mq;mq;
07072;20220201000000;102650;80;0;270;2.700000;277.050000;271.250000;66;20000;0;mq;mq;100;6;1250;mq;mq;mq;101460;mq;mq;320;mq;mq;mq;mq;275.350000;mq;mq;4.000000;8.000000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.200000;mq;mq;mq;mq;6;mq;1290;8;mq;1680;mq;mq;mq;mq;mq;mq;
07110;20220201000000;103460;-60;8;290;2.400000;281.550000;279.550000;87;19700;0;mq;mq;100;2;450;mq;mq;mq;102240;mq;mq;430;mq;mq;mq;mq;278.050000;mq;mq;4.100000;6.400000;-10;0;0.000000;mq;mq;0.000000;0.000000;-0.100000;-0.100000;0.200000;mq;mq;mq;mq;2;mq;480;5;mq;2040;8;mq;2520;mq;mq;mq;
07117;20220201000000;103330;-20;8;270;4.200000;282.350000;279.650000;83;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;102610;mq;mq;520;mq;mq;mq;mq;mq;mq;mq;6.700000;8.900000;-10;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.400000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07130;20220201000000;103320;40;0;250;2.700000;278.050000;276.550000;90;28440;0;mq;mq;100;1;800;mq;mq;mq;102850;mq;mq;480;mq;mq;mq;mq;275.950000;mq;mq;4.100000;4.300000;-10;1;0.000000;mq;mq;0.000000;0.000000;-0.100000;1.400000;1.400000;mq;mq;mq;mq;1;mq;930;7;mq;2340;7;mq;2640;mq;mq;mq;
07139;20220201000000;103130;60;0;270;3.300000;276.350000;274.750000;89;20000;0;mq;mq;mq;0;mq;mq;mq;mq;101310;mq;mq;440;mq;mq;mq;mq;278.250000;mq;mq;5.000000;5.900000;-10;1;0.000000;mq;mq;0.000000;0.000000;0.000000;-0.100000;0.200000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07149;20220201000000;102920;40;0;260;3.600000;274.050000;270.850000;79;20000;3;0;0;10;1;1750;35;20;10;101780;mq;mq;420;mq;mq;mq;mq;mq;mq;mq;4.300000;4.800000;-10;1;0.000000;0.000000;-60;0.000000;0.000000;0.000000;0.200000;1.000000;mq;mq;mq;mq;1;6;1500;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07168;20220201000000;102830;120;2;290;6.000000;276.250000;271.450000;71;20000;0;mq;mq;100;8;1750;mq;mq;mq;101350;mq;mq;250;mq;mq;mq;mq;275.050000;mq;mq;7.700000;7.700000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.400000;mq;mq;mq;mq;8;mq;1740;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07181;20220201000000;102510;110;1;290;7.200000;275.250000;272.450000;82;29560;0;mq;mq;100;7;800;mq;mq;mq;98180;mq;mq;40;mq;mq;mq;mq;273.850000;mq;mq;10.400000;10.900000;-10;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.200000;2.200000;mq;mq;mq;mq;6;mq;660;7;mq;870;8;mq;2040;mq;mq;mq;
07190;20220201000000;102150;170;1;290;8.000000;277.450000;272.850000;72;36360;0;mq;mq;90;7;1250;mq;mq;mq;100280;mq;mq;-210;mq;mq;mq;mq;275.850000;mq;mq;12.400000;13.000000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;-0.100000;0.400000;mq;mq;mq;mq;7;mq;1140;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07207;20220201000000;103530;30;3;310;4.400000;281.850000;278.750000;81;15000;1;0;mq;50;4;2500;30;27;10;102990;mq;mq;450;mq;mq;mq;mq;mq;mq;mq;7.100000;7.100000;-10;0;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.200000;mq;mq;mq;mq;4;6;2500;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07222;20220201000000;103400;100;1;310;2.700000;278.350000;276.350000;87;19970;0;mq;mq;mq;5;2880;mq;mq;mq;103070;mq;mq;390;mq;mq;mq;mq;277.350000;mq;mq;4.300000;5.800000;-10;1;0.000000;mq;mq;0.000000;0.000000;0.000000;-0.100000;0.200000;mq;mq;mq;mq;1;mq;2880;5;mq;4080;mq;mq;mq;mq;mq;mq;
07240;20220201000000;103210;90;2;290;2.200000;275.550000;274.250000;91;28220;0;mq;mq;mq;0;mq;mq;mq;mq;101790;mq;mq;340;mq;mq;mq;mq;278.450000;mq;mq;3.300000;3.700000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;-0.100000;-0.100000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07255;20220201000000;103110;140;1;290;1.600000;275.250000;271.850000;78;20000;0;mq;mq;90;7;1750;mq;mq;mq;101020;mq;mq;390;mq;mq;mq;mq;273.550000;mq;mq;2.800000;3.100000;-10;mq;0.000000;mq;mq;0.000000;0.000000;0.000000;0.600000;0.800000;mq;mq;mq;mq;7;mq;1740;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07280;20220201000000;102760;140;1;310;4.700000;275.950000;270.250000;66;53180;0;mq;mq;75;6;1750;mq;mq;mq;100010;mq;mq;220;mq;mq;mq;mq;274.350000;mq;mq;7.000000;8.600000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;1.400000;2.400000;mq;mq;mq;mq;6;mq;1920;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07299;20220201000000;102360;190;2;260;8.100000;275.850000;272.750000;80;41340;61;mq;mq;100;8;1250;mq;mq;mq;98980;mq;mq;-130;mq;mq;mq;mq;274.250000;mq;mq;11.300000;12.800000;-10;mq;mq;mq;mq;-0.100000;0.400000;0.800000;0.800000;1.800000;mq;mq;mq;mq;8;mq;1050;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07314;20220201000000;103410;90;2;340;8.100000;280.850000;276.850000;76;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;103120;mq;mq;330;mq;mq;mq;mq;mq;mq;mq;10.400000;12.100000;-10;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07335;20220201000000;103290;110;2;300;2.900000;275.450000;274.250000;92;42010;0;mq;mq;mq;0;mq;mq;mq;mq;101770;mq;mq;320;mq;mq;mq;mq;275.550000;mq;mq;4.400000;5.000000;-10;mq;mq;mq;mq;0.000000;0.000000;0.000000;-0.100000;0.200000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07434;20220201000000;103190;100;1;350;4.100000;274.350000;272.850000;90;28310;0;mq;mq;mq;1;800;mq;mq;mq;98180;mq;mq;260;mq;mq;mq;mq;275.650000;mq;mq;7.100000;8.400000;-10;mq;0.000000;mq;mq;0.000000;0.000000;-0.100000;-0.100000;1.600000;mq;mq;mq;mq;1;mq;960;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07460;20220201000000;103010;170;3;340;3.500000;276.950000;271.950000;70;50340;0;mq;mq;100;3;1250;mq;mq;mq;98920;mq;mq;220;mq;mq;mq;mq;275.150000;mq;mq;5.700000;7.000000;-10;0;0.000000;mq;mq;0.000000;0.000000;-0.100000;-0.100000;0.200000;mq;mq;mq;mq;1;mq;1140;3;mq;1350;5;mq;1620;mq;mq;mq;
07471;20220201000000;mq;130;1;360;6.800000;272.850000;269.350000;77;20000;0;mq;mq;100;8;800;mq;mq;mq;92800;92500;859;20;mq;mq;mq;mq;272.650000;mq;mq;10.600000;11.000000;-10;0;0.000000;mq;mq;-0.100000;-0.100000;-0.100000;0.400000;0.400000;mq;mq;mq;mq;1;mq;720;5;mq;1140;8;mq;1320;mq;mq;mq;
07481;20220201000000;102840;230;1;280;0.800000;275.550000;272.750000;82;40000;1;2;2;90;7;mq;35;mq;mq;99840;mq;mq;150;mq;mq;mq;mq;mq;mq;mq;1.300000;3.500000;-10;1;0.000000;0.000000;-60;0.000000;0.000000;0.200000;0.200000;0.800000;mq;mq;mq;mq;7;6;1800;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07510;20220201000000;103360;60;1;320;2.400000;278.450000;276.250000;86;33690;0;mq;mq;mq;0;mq;mq;mq;mq;102760;mq;mq;310;mq;mq;mq;mq;274.850000;mq;mq;2.900000;4.400000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.200000;1.200000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07535;20220201000000;103150;90;3;310;2.800000;276.550000;273.750000;82;20000;0;mq;mq;mq;1;1250;mq;mq;mq;99900;mq;mq;180;mq;mq;mq;mq;274.550000;mq;mq;5.400000;5.400000;-10;1;0.000000;mq;mq;0.000000;0.000000;0.000000;0.200000;0.400000;mq;mq;mq;mq;1;mq;1260;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07558;20220201000000;102620;90;1;340;10.500000;274.850000;271.750000;80;20000;0;mq;mq;mq;mq;mq;mq;mq;mq;94010;mq;mq;-150;mq;mq;mq;mq;274.050000;mq;mq;16.800000;17.500000;-10;mq;mq;mq;mq;0.000000;-0.100000;-0.100000;0.600000;0.600000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07577;20220201000000;102190;0;5;10;11.700000;279.450000;269.750000;50;20000;0;mq;mq;mq;mq;mq;mq;mq;mq;101270;mq;mq;-180;mq;mq;mq;mq;277.550000;mq;mq;20.900000;24.400000;-10;0;0.000000;mq;mq;0.000000;-0.100000;0.200000;0.200000;0.200000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07591;20220201000000;mq;40;3;30;9.100000;277.050000;258.750000;25;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;91250;mq;mq;-670;mq;268.550000;mq;282.550000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07607;20220201000000;103340;40;2;280;2.400000;277.550000;276.950000;96;6990;0;mq;mq;90;7;1750;mq;mq;mq;102600;mq;mq;180;mq;mq;mq;mq;276.550000;mq;mq;2.700000;3.200000;-10;mq;0.000000;mq;mq;0.000000;0.000000;0.000000;2.000000;2.600000;mq;mq;mq;mq;7;mq;1680;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07621;20220201000000;103350;0;0;240;3.700000;278.750000;277.250000;90;12660;50;mq;mq;100;8;1250;mq;mq;mq;98880;mq;mq;200;mq;mq;mq;mq;278.450000;mq;mq;5.300000;6.000000;-10;1;0.000000;mq;mq;-0.100000;-0.100000;0.600000;2.000000;2.200000;mq;mq;mq;mq;5;mq;1110;6;mq;1290;8;mq;1470;mq;mq;mq;
07627;20220201000000;103280;40;3;280;4.900000;278.550000;275.750000;82;20000;0;mq;mq;100;8;800;mq;mq;mq;98200;mq;mq;190;mq;mq;mq;mq;277.650000;mq;mq;7.500000;10.500000;-10;1;0.000000;mq;mq;-0.100000;-0.100000;0.200000;0.400000;0.800000;mq;mq;mq;mq;3;mq;600;7;mq;1140;8;mq;1380;mq;mq;mq;
07630;20220201000000;103110;50;0;280;6.900000;279.350000;277.650000;89;25900;0;mq;mq;100;6;800;mq;mq;mq;101250;mq;mq;40;mq;mq;mq;mq;278.250000;mq;mq;9.900000;10.200000;-10;1;0.000000;mq;mq;0.000000;0.000000;0.000000;0.800000;0.800000;mq;mq;mq;mq;6;mq;990;6;mq;1170;8;mq;1680;mq;mq;mq;
07643;20220201000000;102330;190;3;330;7.000000;281.250000;268.150000;39;60000;0;mq;mq;90;7;2250;mq;mq;mq;102230;mq;mq;40;mq;mq;mq;mq;278.550000;mq;mq;11.900000;12.500000;-10;mq;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;7;mq;2160;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07650;20220201000000;101920;160;3;320;15.800000;280.550000;271.550000;53;49290;0;mq;mq;mq;1;4080;mq;mq;mq;101520;mq;mq;-160;mq;mq;mq;mq;276.650000;mq;mq;21.900000;23.800000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;1;mq;4080;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07661;20220201000000;mq;mq;mq;320;18.700000;mq;mq;mq;mq;mq;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;23.900000;28.900000;-10;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07690;20220201000000;101160;180;2;320;6.000000;279.650000;275.950000;77;30000;2;0;0;0;0;mq;30;20;10;100840;mq;mq;-780;mq;mq;mq;mq;278.050000;mq;mq;7.600000;7.600000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07747;20220201000000;102400;80;3;310;12.100000;282.550000;274.650000;58;59330;0;mq;mq;90;7;1250;mq;mq;mq;101860;mq;mq;210;mq;mq;mq;mq;281.050000;mq;mq;22.000000;25.700000;-10;0;0.000000;mq;mq;-0.100000;-0.100000;-0.100000;-0.100000;-0.100000;mq;mq;mq;mq;5;mq;1170;7;mq;1380;7;mq;1560;mq;mq;mq;
07761;20220201000000;100910;210;3;60;1.700000;277.550000;275.550000;87;19460;0;mq;mq;mq;0;mq;mq;mq;mq;100800;mq;mq;-1070;mq;mq;mq;mq;276.650000;mq;mq;3.000000;4.600000;-10;mq;0.000000;mq;mq;0.000000;0.000000;0.000000;0.200000;0.200000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07790;20220201000000;100930;210;3;310;7.500000;285.050000;274.350000;48;60000;0;mq;mq;mq;0;mq;mq;mq;mq;100790;mq;mq;-1000;mq;mq;mq;mq;278.950000;mq;mq;13.000000;13.200000;-10;mq;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
61968;20220201000000;100680;190;6;240;2.800000;300.950000;297.750000;83;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;100630;mq;mq;-230;mq;296.650000;mq;303.450000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;0.200000;0.200000;0.400000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
61972;20220201000000;100930;90;6;160;8.300000;300.050000;295.850000;78;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;100860;mq;mq;-160;mq;299.650000;mq;305.150000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
61976;20220201000000;100580;100;6;mq;mq;300.750000;296.750000;79;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;100490;mq;mq;-180;mq;300.250000;mq;304.650000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
61980;20220201000000;100690;-150;6;180;2.400000;297.750000;290.450000;64;59890;0;mq;mq;mq;0;mq;mq;mq;mq;100540;mq;mq;-230;mq;mq;mq;mq;mq;mq;mq;5.200000;10.800000;-10;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
61996;20220201000000;101490;50;5;300;5.700000;292.050000;291.550000;97;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;101150;mq;mq;-670;mq;291.850000;mq;296.950000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.200000;0.200000;0.400000;0.400000;0.400000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
61997;20220201000000;100350;380;6;310;17.100000;280.250000;278.750000;90;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;98590;mq;mq;-100;278.850000;mq;282.150000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
61998;20220201000000;100550;60;0;340;5.700000;277.350000;271.550000;66;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;100180;mq;mq;1740;mq;mq;mq;mq;mq;mq;mq;mq;11.300000;-10;mq;mq;mq;mq;0.000000;mq;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
71805;20220201000000;102640;250;2;260;9.300000;271.350000;265.450000;60;19000;0;mq;mq;100;mq;800;mq;mq;mq;102550;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;15.400000;-10;mq;mq;mq;mq;mq;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
78890;20220201000000;101540;220;3;160;8.800000;299.350000;294.350000;74;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;101220;mq;mq;-20;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
78894;20220201000000;101580;160;3;140;3.400000;298.750000;293.350000;72;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;101060;mq;mq;-30;mq;297.550000;mq;304.450000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.200000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
78897;20220201000000;101550;180;3;150;2.900000;298.350000;294.050000;77;48120;mq;mq;mq;mq;mq;mq;mq;mq;mq;101460;mq;mq;-30;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
78922;20220201000000;101550;120;3;340;3.500000;296.150000;294.550000;91;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;101100;mq;mq;-10;mq;295.550000;mq;301.050000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.200000;0.600000;0.800000;1.200000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
78925;20220201000000;101520;130;3;100;2.500000;295.750000;293.850000;89;60000;0;mq;mq;90;7;3180;mq;mq;mq;101430;mq;mq;-10;301.850000;mq;301.850000;mq;mq;mq;mq;3.800000;3.800000;-10;mq;mq;mq;mq;0.000000;0.000000;0.200000;0.200000;1.400000;mq;mq;mq;mq;7;mq;3180;mq;mq;mq;mq;mq;mq;mq;mq;mq;
81401;20220201000000;101170;230;3;0;0.000000;mq;mq;6;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;101110;mq;mq;-50;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
81405;20220201000000;101200;210;3;80;1.800000;299.150000;296.050000;83;19660;0;mq;mq;mq;2;800;mq;mq;mq;101110;mq;mq;-70;304.250000;mq;304.250000;mq;299.550000;mq;mq;2.300000;4.100000;-10;mq;mq;mq;mq;0.000000;0.000000;-0.100000;-0.100000;15.700000;mq;mq;mq;mq;2;mq;720;3;mq;1620;mq;mq;mq;mq;mq;mq;
81408;20220201000000;101220;270;3;60;2.200000;297.150000;296.650000;97;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;101140;mq;mq;0;mq;295.850000;mq;303.850000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;4.800000;13.000000;15.600000;16.400000;22.600000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
81415;20220201000000;101190;290;1;90;0.600000;296.950000;295.750000;93;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;99970;mq;mq;-110;mq;296.250000;mq;303.150000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.200000;0.200000;6.600000;6.600000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
89642;20220201000000;98520;110;1;140;3.100000;270.050000;257.750000;34;50000;2;1;1;90;7;2250;35;61;60;97990;mq;mq;mq;265.250000;mq;270.150000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;7;6;1800;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07005;20220201030000;102590;-80;8;260;3.700000;279.050000;277.250000;88;20000;0;mq;mq;mq;mq;mq;mq;mq;mq;101690;mq;mq;780;mq;mq;mq;mq;273.250000;mq;mq;5.300000;6.400000;-10;1;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07015;20220201030000;102480;-100;7;240;3.400000;275.850000;274.050000;88;26960;0;mq;mq;100;8;2820;mq;mq;mq;101890;mq;mq;920;mq;mq;mq;mq;273.450000;mq;mq;4.500000;4.700000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;8;mq;2820;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07020;20220201030000;102820;-210;7;270;7.600000;283.150000;280.350000;83;14000;2;2;mq;100;8;1250;32;mq;mq;102710;mq;mq;370;mq;mq;mq;mq;mq;mq;mq;10.700000;12.000000;-10;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.200000;mq;mq;mq;mq;8;8;1000;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07027;20220201030000;102920;-120;8;260;5.300000;279.650000;277.950000;89;35620;0;mq;mq;100;8;1750;mq;mq;mq;102080;mq;mq;550;mq;mq;mq;mq;276.850000;mq;mq;7.600000;7.800000;-10;1;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;-0.100000;mq;mq;mq;mq;1;mq;1980;8;mq;3000;mq;mq;mq;mq;mq;mq;
07037;20220201030000;102750;-50;8;230;3.300000;276.350000;274.850000;90;17780;0;mq;mq;100;2;450;mq;mq;mq;100850;mq;mq;720;mq;mq;mq;mq;273.650000;mq;mq;4.200000;5.000000;-10;mq;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.200000;mq;mq;mq;mq;2;mq;540;3;mq;1680;5;mq;2460;mq;mq;mq;
07072;20220201030000;102670;10;0;310;1.600000;274.850000;270.850000;75;20000;0;mq;mq;100;8;4080;mq;mq;mq;101470;mq;mq;810;mq;mq;mq;mq;271.650000;mq;mq;2.400000;3.900000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.200000;mq;mq;mq;mq;8;mq;4080;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07110;20220201030000;103310;-140;8;280;4.100000;282.150000;279.550000;84;18920;0;mq;mq;100;8;800;mq;mq;mq;102100;mq;mq;340;mq;mq;mq;mq;278.050000;mq;mq;6.400000;7.800000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;-0.100000;-0.100000;mq;mq;mq;mq;7;mq;750;8;mq;930;mq;mq;mq;mq;mq;mq;
07117;20220201030000;103150;-180;6;260;6.500000;283.050000;280.250000;83;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;102430;mq;mq;290;mq;mq;mq;mq;mq;mq;mq;11.100000;11.700000;-10;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07130;20220201030000;103170;-140;7;280;3.500000;279.850000;278.050000;88;30540;0;mq;mq;100;8;2250;mq;mq;mq;102710;mq;mq;470;mq;mq;mq;mq;275.950000;mq;mq;5.200000;5.400000;-10;1;0.000000;mq;mq;0.000000;0.000000;0.000000;1.200000;1.400000;mq;mq;mq;mq;3;mq;2100;8;mq;2760;mq;mq;mq;mq;mq;mq;
07139;20220201030000;103030;-100;7;270;4.500000;277.250000;275.250000;87;20000;0;mq;mq;100;8;2250;mq;mq;mq;101210;mq;mq;580;mq;mq;mq;mq;278.050000;mq;mq;6.500000;6.900000;-10;1;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.200000;mq;mq;mq;mq;5;mq;2280;8;mq;3000;mq;mq;mq;mq;mq;mq;
