numer_sta;date;pmer;tend;cod_tend;dd;ff;t;td;u;vv;ww;w1;w2;n;nbas;hbas;cl;cm;ch;pres;niv_bar;geop;tend24;tn12;tn24;tx12;tx24;tminsol;sw;tw;raf10;rafper;per;etat_sol;ht_neige;ssfrai;perssfrai;rr1;rr3;rr6;rr12;rr24;phenspe1;phenspe2;phenspe3;phenspe4;nnuage1;ctype1;hnuage1;nnuage2;ctype2;hnuage2;nnuage3;ctype3;hnuage3;nnuage4;ctype4;hnuage4;
07577;20220202030000;102420;-150;8;10;5.000000;281.550000;278.250000;80;20000;0;mq;mq;mq;mq;mq;mq;mq;mq;101510;mq;mq;100;mq;mq;mq;mq;278.250000;mq;mq;10.000000;10.000000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;-0.100000;-0.100000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07591;20220202030000;mq;90;8;360;1.800000;272.250000;269.250000;80;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;91610;mq;mq;220;mq;269.650000;mq;283.750000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07607;20220202030000;103240;-130;7;240;1.700000;281.650000;280.850000;95;3970;10;mq;mq;100;8;450;mq;mq;mq;102510;mq;mq;-110;mq;mq;mq;mq;280.150000;mq;mq;2.300000;3.300000;-10;mq;0.000000;mq;mq;0.000000;-0.100000;-0.100000;-0.100000;-0.100000;mq;mq;mq;mq;8;mq;390;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07621;20220202030000;103300;-130;8;220;2.600000;279.950000;278.250000;89;19870;0;mq;mq;100;8;450;mq;mq;mq;98850;mq;mq;-20;mq;mq;mq;mq;276.950000;mq;mq;3.800000;4.900000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;8;mq;390;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07627;20220202030000;103380;-70;8;170;1.500000;277.050000;275.050000;87;20000;0;mq;mq;100;8;450;mq;mq;mq;98260;mq;mq;60;mq;mq;mq;mq;275.150000;mq;mq;2.400000;3.300000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;8;mq;570;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07630;20220202030000;103160;-100;8;270;5.000000;281.050000;280.650000;97;4830;10;mq;mq;100;8;150;mq;mq;mq;101310;mq;mq;-10;mq;mq;mq;mq;279.150000;mq;mq;7.500000;8.500000;-10;1;0.000000;mq;mq;-0.100000;-0.100000;-0.100000;-0.100000;-0.100000;mq;mq;mq;mq;8;mq;150;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07643;20220202030000;102350;-60;7;290;7.200000;284.550000;277.250000;61;60000;0;mq;mq;mq;mq;mq;mq;mq;mq;102250;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;14.400000;-10;mq;0.000000;mq;mq;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07650;20220202030000;101840;-170;7;320;14.100000;284.050000;277.950000;66;20000;0;mq;mq;mq;0;mq;mq;mq;mq;101450;mq;mq;-30;mq;mq;mq;mq;278.050000;mq;mq;19.900000;22.100000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07661;20220202030000;mq;mq;mq;300;13.700000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;21.800000;22.300000;-10;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07690;20220202030000;101210;-170;6;330;4.700000;279.850000;269.050000;46;50000;2;0;0;0;0;mq;30;20;10;100890;mq;mq;0;mq;mq;mq;mq;277.050000;mq;mq;6.900000;6.900000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07747;20220202030000;102380;-200;8;320;14.700000;285.250000;278.450000;63;60000;0;mq;mq;mq;1;1250;mq;mq;mq;101840;mq;mq;-90;mq;mq;mq;mq;280.450000;mq;mq;23.700000;24.600000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;1;mq;1050;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07761;20220202030000;101460;-180;8;50;3.400000;275.550000;271.550000;75;60000;0;mq;mq;mq;0;mq;mq;mq;mq;101350;mq;mq;400;mq;mq;mq;mq;274.250000;mq;mq;4.900000;6.200000;-10;mq;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07790;20220202030000;101260;-90;6;210;2.600000;277.950000;267.250000;46;60000;0;mq;mq;mq;0;mq;mq;mq;mq;101110;mq;mq;250;mq;mq;mq;mq;274.450000;mq;mq;3.700000;3.700000;-10;mq;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
61968;20220202030000;100920;100;3;10;0.700000;298.450000;296.650000;90;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;100870;mq;mq;140;mq;297.650000;mq;303.850000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.200000;0.200000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
61972;20220202030000;100910;70;3;180;3.300000;299.450000;296.950000;86;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;100840;mq;mq;-50;mq;299.450000;mq;305.050000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
61976;20220202030000;100430;30;3;mq;mq;300.950000;297.150000;80;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;100340;mq;mq;-180;mq;299.850000;mq;304.650000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.200000;0.200000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
61980;20220202030000;100290;40;3;130;11.400000;299.750000;296.450000;82;6450;0;mq;mq;100;1;800;mq;mq;mq;100140;mq;mq;-440;mq;mq;mq;mq;mq;mq;mq;21.000000;21.000000;-10;mq;mq;mq;mq;0.200000;0.200000;0.200000;0.400000;0.400000;mq;mq;mq;mq;1;mq;780;4;mq;1920;6;mq;2820;mq;8;mq;
61996;20220202030000;101770;50;3;40;1.800000;292.250000;288.350000;78;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;101430;mq;mq;250;mq;287.550000;mq;296.650000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;1.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
61997;20220202030000;101490;20;3;350;7.100000;281.150000;278.250000;82;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;99720;mq;mq;1310;mq;278.950000;mq;284.550000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
61998;20220202030000;100130;250;3;270;13.900000;280.050000;271.850000;56;15000;3;mq;mq;40;3;800;31;20;10;99770;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;18.000000;-10;mq;mq;mq;mq;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;3;8;900;mq;mq;mq;mq;mq;mq;mq;mq;mq;
71805;20220202030000;103630;100;1;340;6.200000;265.350000;260.450000;65;60000;2;1;1;10;1;800;35;20;10;103540;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;10.300000;-10;mq;mq;mq;mq;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;1;6;780;mq;mq;mq;mq;mq;mq;mq;mq;mq;
78890;20220202030000;101590;80;1;100;3.900000;297.150000;293.050000;78;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;101270;mq;mq;-30;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
78894;20220202030000;101640;60;0;60;4.800000;298.150000;294.850000;82;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;101120;mq;mq;-60;mq;296.850000;mq;304.250000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.200000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
78897;20220202030000;101620;100;1;30;0.700000;295.950000;294.750000;93;9750;mq;mq;mq;mq;mq;mq;mq;mq;mq;101530;mq;mq;-10;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;1.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
78925;20220202030000;101580;80;1;120;1.300000;295.550000;293.250000;87;27710;0;mq;mq;mq;4;800;mq;mq;mq;101490;mq;mq;-30;mq;mq;mq;mq;mq;mq;mq;1.700000;2.700000;-10;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;4;mq;600;mq;mq;mq;mq;mq;mq;mq;mq;mq;
81401;20220202030000;101270;20;0;0;0.000000;mq;mq;7;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;101210;mq;mq;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
81405;20220202030000;101340;40;3;230;0.700000;295.850000;295.350000;97;50090;0;mq;mq;100;3;80;mq;mq;mq;101250;mq;mq;70;mq;mq;mq;mq;298.850000;mq;mq;1.300000;2.000000;-10;mq;mq;mq;mq;0.000000;-0.100000;5.300000;38.900000;62.300000;mq;mq;mq;mq;1;mq;90;3;mq;1410;8;mq;5340;mq;mq;mq;
81408;20220202030000;101260;30;0;130;0.600000;296.550000;296.250000;98;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;101180;mq;mq;0;mq;296.350000;mq;300.650000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;0.200000;43.500000;44.700000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
81415;20220202030000;101360;50;0;130;0.800000;295.850000;295.550000;98;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;100130;mq;mq;30;mq;295.750000;mq;303.450000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;6.200000;28.000000;37.200000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
89642;20220202030000;99650;-10;5;110;6.700000;271.350000;259.150000;34;50000;2;1;1;10;1;2250;30;23;11;99110;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;14.400000;-30;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;1;3;2100;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07005;20220202060000;102310;30;3;270;5.400000;281.850000;281.250000;96;14500;0;mq;mq;mq;mq;mq;mq;mq;mq;101430;mq;mq;-50;281.650000;mq;283.550000;mq;280.650000;mq;mq;9.000000;9.000000;-10;1;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.600000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07015;20220202060000;102120;40;3;270;2.800000;281.650000;280.850000;95;19260;0;mq;mq;100;8;250;mq;mq;mq;101540;mq;mq;-130;281.550000;mq;283.150000;mq;279.450000;mq;mq;4.000000;7.500000;-10;2;0.000000;mq;mq;0.200000;0.200000;0.200000;0.200000;0.400000;mq;mq;mq;mq;1;mq;210;8;mq;570;mq;mq;mq;mq;mq;mq;
07020;20220202060000;102680;20;3;290;5.900000;283.250000;281.350000;88;12000;2;2;mq;100;8;800;35;mq;mq;102570;mq;mq;-20;282.250000;mq;284.050000;mq;mq;mq;mq;7.700000;10.100000;-10;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;8;6;900;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07027;20220202060000;102690;60;3;300;4.600000;281.750000;281.350000;97;2780;10;mq;mq;100;8;250;mq;mq;mq;101860;mq;mq;-50;281.650000;mq;283.250000;mq;281.250000;mq;mq;6.700000;8.500000;-10;1;0.000000;mq;mq;0.000000;0.400000;0.400000;0.400000;0.400000;mq;mq;mq;mq;7;mq;240;8;mq;390;mq;mq;mq;mq;mq;mq;
07037;20220202060000;102420;40;1;280;4.900000;282.350000;280.450000;88;20000;0;mq;mq;100;8;250;mq;mq;mq;100570;mq;mq;-90;282.350000;mq;282.950000;mq;281.150000;mq;mq;7.900000;11.800000;-10;mq;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;3.000000;mq;mq;mq;mq;8;mq;270;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07072;20220202060000;102240;100;3;290;4.800000;282.650000;280.450000;86;20000;0;mq;mq;100;8;800;mq;mq;mq;101080;mq;mq;-330;281.750000;mq;282.650000;mq;280.350000;mq;mq;7.500000;9.100000;-10;2;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.200000;mq;mq;mq;mq;6;mq;690;8;mq;930;mq;mq;mq;mq;mq;mq;
07110;20220202060000;103000;-50;6;310;2.900000;281.250000;280.950000;98;2190;58;mq;mq;100;8;150;mq;mq;mq;101790;mq;mq;-280;281.150000;mq;282.250000;mq;280.850000;mq;mq;5.200000;7.900000;-10;2;0.000000;mq;mq;-0.100000;0.200000;0.200000;0.400000;0.400000;mq;mq;mq;mq;3;mq;180;7;mq;330;8;mq;480;mq;mq;mq;
07117;20220202060000;102850;-30;8;260;6.200000;281.950000;280.350000;90;8000;2;2;mq;100;8;800;37;mq;mq;102130;mq;mq;-270;281.750000;mq;282.850000;mq;mq;mq;mq;10.300000;12.900000;-10;2;mq;mq;mq;0.000000;0.000000;0.200000;0.800000;1.000000;mq;mq;mq;mq;8;7;600;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07130;20220202060000;102870;20;3;300;4.600000;281.950000;280.050000;88;60000;0;mq;mq;100;8;450;mq;mq;mq;102410;mq;mq;-220;281.950000;mq;283.450000;mq;281.350000;mq;mq;6.800000;9.400000;-10;1;0.000000;mq;mq;0.000000;0.000000;-0.100000;-0.100000;-0.100000;mq;mq;mq;mq;8;mq;450;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07139;20220202060000;102700;-20;8;250;2.700000;280.450000;279.750000;95;20000;0;mq;mq;90;7;450;mq;mq;mq;100910;mq;mq;-190;280.450000;mq;282.850000;mq;279.850000;mq;mq;3.900000;5.100000;-10;2;0.000000;mq;mq;0.000000;0.000000;-0.100000;-0.100000;0.400000;mq;mq;mq;mq;2;mq;390;7;mq;630;mq;mq;mq;mq;mq;mq;
07149;20220202060000;102480;50;2;280;4.900000;282.350000;280.950000;91;25000;1;2;2;75;6;450;35;20;10;101380;mq;mq;-250;282.250000;mq;283.550000;mq;mq;mq;mq;8.000000;8.000000;-10;1;0.000000;0.000000;-60;0.000000;0.000000;0.000000;0.000000;0.400000;mq;mq;mq;mq;1;6;400;6;6;840;mq;mq;mq;mq;mq;mq;
07168;20220202060000;102380;40;3;270;7.000000;282.050000;280.950000;93;6830;0;mq;mq;100;8;250;mq;mq;mq;100940;mq;mq;-360;281.350000;mq;282.650000;mq;279.050000;mq;mq;9.100000;10.000000;-10;2;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.600000;mq;mq;mq;mq;2;mq;270;7;mq;540;8;mq;810;mq;mq;mq;
07181;20220202060000;102170;50;3;290;5.000000;280.550000;278.650000;88;33290;0;mq;mq;100;8;450;mq;mq;mq;97940;mq;mq;-440;278.350000;mq;280.950000;mq;277.350000;mq;mq;8.000000;9.200000;-10;mq;mq;mq;mq;0.000000;0.000000;-0.100000;-0.100000;1.000000;mq;mq;mq;mq;3;mq;480;4;mq;720;5;mq;960;mq;mq;mq;
07190;20220202060000;101980;90;2;280;6.000000;282.350000;276.750000;68;46420;0;mq;mq;100;7;1250;mq;mq;mq;100140;mq;mq;-500;278.150000;mq;282.550000;mq;277.450000;mq;mq;10.200000;10.700000;-10;1;0.000000;mq;mq;0.000000;0.000000;0.000000;0.200000;0.200000;mq;mq;mq;mq;2;mq;1080;7;mq;1410;8;mq;1740;mq;mq;mq;
07207;20220202060000;103000;-40;6;310;7.100000;281.150000;281.050000;99;6000;2;2;mq;100;8;800;35;mq;mq;102470;mq;mq;-300;280.950000;mq;282.650000;mq;mq;mq;mq;11.000000;12.700000;-10;2;mq;mq;mq;-0.100000;-0.100000;0.200000;0.200000;0.200000;mq;mq;mq;mq;8;6;600;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07222;20220202060000;102930;30;3;280;2.400000;281.150000;280.750000;97;6170;0;mq;mq;100;8;150;mq;mq;mq;102610;mq;mq;-270;281.150000;mq;283.550000;mq;281.550000;mq;mq;3.400000;5.100000;-10;2;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;8;mq;120;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07240;20220202060000;102800;50;1;280;3.300000;281.050000;280.650000;97;60000;0;mq;mq;90;7;150;mq;mq;mq;101420;mq;mq;-210;280.850000;mq;283.250000;mq;280.150000;mq;mq;6.100000;6.200000;-10;2;0.000000;mq;mq;0.000000;-0.100000;-0.100000;-0.100000;-0.100000;mq;mq;mq;mq;7;mq;180;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07255;20220202060000;102760;60;3;280;2.600000;281.050000;280.750000;98;13020;50;mq;mq;100;8;80;mq;mq;mq;100720;mq;mq;-260;280.650000;mq;281.450000;mq;280.650000;mq;mq;5.000000;5.900000;-10;mq;0.000000;mq;mq;0.400000;0.800000;1.800000;2.400000;3.800000;mq;mq;mq;mq;7;mq;60;8;mq;240;mq;mq;mq;mq;mq;mq;
07280;20220202060000;102410;-20;6;190;1.600000;279.950000;279.550000;97;9530;0;mq;mq;100;8;1250;mq;mq;mq;99720;mq;mq;-420;276.650000;mq;280.050000;mq;276.950000;mq;mq;2.400000;3.500000;-10;2;0.000000;mq;mq;-0.100000;-0.100000;0.200000;0.200000;mq;mq;mq;mq;mq;5;mq;1050;8;mq;1350;mq;mq;mq;mq;mq;mq;
07299;20220202060000;102150;40;3;270;7.500000;280.550000;278.850000;89;35000;0;2;2;100;8;1250;35;mq;mq;98830;mq;mq;-470;277.850000;mq;280.550000;mq;276.950000;mq;mq;11.100000;11.100000;-10;1;0.000000;0.000000;-60;-0.100000;-0.100000;0.400000;0.400000;0.400000;mq;mq;mq;mq;8;6;1350;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07314;20220202060000;103030;-30;6;310;5.700000;281.750000;281.350000;97;1500;10;2;mq;100;8;30;37;mq;mq;102740;mq;mq;-380;281.750000;mq;283.050000;mq;mq;mq;mq;7.700000;10.900000;-10;1;mq;mq;mq;-0.100000;-0.100000;-0.100000;-0.100000;-0.100000;mq;mq;mq;mq;8;7;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07335;20220202060000;102960;70;3;270;2.200000;281.550000;281.250000;98;10420;0;mq;mq;100;8;250;mq;mq;mq;101480;mq;mq;-230;281.550000;mq;282.150000;mq;280.550000;mq;mq;3.400000;4.400000;-10;mq;mq;mq;mq;-0.100000;0.200000;0.200000;0.200000;0.200000;mq;mq;mq;mq;6;mq;210;8;mq;420;mq;mq;mq;mq;mq;mq;
07434;20220202060000;102970;10;3;260;3.400000;278.850000;278.750000;99;390;44;mq;mq;100;8;80;mq;mq;mq;98050;mq;mq;-220;278.850000;mq;279.350000;mq;278.550000;mq;mq;5.900000;7.000000;-10;2;0.000000;mq;mq;0.200000;0.600000;1.400000;2.600000;4.600000;mq;mq;mq;mq;8;mq;60;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07460;20220202060000;102750;20;0;140;1.000000;279.350000;277.650000;89;59540;0;mq;mq;100;8;1250;mq;mq;mq;98700;mq;mq;-340;279.050000;mq;281.350000;mq;277.850000;mq;mq;1.600000;2.600000;-10;1;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;-0.100000;mq;mq;mq;mq;8;mq;1050;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07471;20220202060000;mq;10;3;300;2.700000;277.250000;276.050000;92;17040;0;mq;mq;100;8;450;mq;mq;mq;92840;92500;863;-100;275.050000;mq;277.250000;mq;273.550000;mq;mq;7.600000;7.600000;-10;2;0.000000;mq;mq;0.000000;-0.100000;-0.100000;-0.100000;-0.100000;mq;mq;mq;mq;8;mq;360;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07481;20220202060000;102650;-20;6;140;3.400000;277.450000;277.350000;99;8000;1;2;2;100;8;450;35;mq;mq;99680;mq;mq;-290;275.850000;mq;277.450000;mq;mq;mq;mq;4.500000;5.800000;-10;2;0.000000;0.000000;-60;0.000000;-0.100000;0.200000;2.400000;2.800000;mq;mq;mq;mq;2;7;300;8;6;700;mq;mq;mq;mq;mq;mq;
07510;20220202060000;103100;-50;6;300;2.800000;282.050000;281.950000;99;2580;10;mq;mq;100;8;150;mq;mq;mq;102510;mq;mq;-360;282.050000;mq;283.550000;mq;280.550000;mq;mq;4.000000;4.800000;-10;2;0.000000;mq;mq;0.000000;0.200000;0.800000;1.000000;1.000000;mq;mq;mq;mq;8;mq;120;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07535;20220202060000;103050;-30;5;300;1.900000;279.950000;279.050000;94;2030;58;mq;mq;100;8;150;mq;mq;mq;99840;mq;mq;-220;278.850000;mq;280.350000;mq;278.550000;mq;mq;3.700000;5.100000;-10;2;0.000000;mq;mq;-0.100000;-0.100000;0.400000;1.000000;1.600000;mq;mq;mq;mq;8;mq;120;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07558;20220202060000;102700;-60;6;310;7.100000;278.050000;276.050000;87;20000;0;mq;mq;mq;mq;mq;mq;mq;mq;94180;mq;mq;-20;275.050000;mq;278.150000;mq;275.250000;mq;mq;12.500000;13.300000;-10;mq;mq;mq;mq;0.000000;0.000000;0.000000;-0.100000;-0.100000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07577;20220202060000;102390;-30;7;30;7.100000;281.950000;278.850000;81;20000;0;mq;mq;mq;mq;mq;mq;mq;mq;101480;mq;mq;-70;279.150000;mq;282.250000;mq;278.250000;mq;mq;13.800000;13.800000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;-0.100000;-0.100000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07591;20220202060000;mq;170;6;240;4.300000;274.250000;269.550000;71;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;91440;mq;mq;-10;mq;269.650000;mq;283.750000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07607;20220202060000;103150;-90;6;240;1.700000;281.550000;281.250000;98;3110;10;mq;mq;100;8;80;mq;mq;mq;102420;mq;mq;-390;281.050000;mq;281.950000;mq;280.150000;mq;mq;3.300000;3.300000;-10;mq;0.000000;mq;mq;-0.100000;-0.100000;-0.100000;-0.100000;-0.100000;mq;mq;mq;mq;8;mq;90;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07621;20220202060000;103250;-70;5;200;2.700000;278.950000;276.950000;87;38050;0;mq;mq;100;8;250;mq;mq;mq;98780;mq;mq;-220;276.650000;mq;281.150000;mq;276.950000;mq;mq;3.900000;4.100000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;8;mq;270;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07627;20220202060000;103280;-100;6;150;1.600000;276.750000;274.750000;87;20000;0;mq;mq;100;8;450;mq;mq;mq;98160;mq;mq;-210;275.750000;mq;280.550000;mq;275.150000;mq;mq;2.600000;2.600000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;8;mq;450;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07630;20220202060000;103100;-60;6;270;4.700000;280.950000;280.550000;97;8700;0;mq;mq;100;8;150;mq;mq;mq;101250;mq;mq;-290;280.750000;mq;281.850000;mq;279.150000;mq;mq;6.900000;7.500000;-10;2;0.000000;mq;mq;0.000000;0.000000;-0.100000;-0.100000;-0.100000;mq;mq;mq;mq;8;mq;150;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07643;20220202060000;102360;10;3;310;4.000000;282.550000;276.250000;65;60000;0;mq;mq;mq;0;mq;mq;mq;mq;102260;mq;mq;-170;282.550000;mq;285.050000;mq;277.650000;mq;mq;6.000000;7.200000;-10;mq;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07650;20220202060000;101930;90;3;310;13.600000;283.850000;278.350000;69;20000;0;mq;mq;mq;1;800;mq;mq;mq;101540;mq;mq;-60;281.650000;mq;284.450000;mq;278.050000;mq;mq;20.600000;22.300000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;1;mq;870;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07661;20220202060000;mq;mq;mq;300;18.600000;mq;mq;mq;15000;2;0;mq;0;0;mq;30;20;10;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;24.800000;26.100000;-10;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07690;20220202060000;101200;-10;5;330;5.600000;279.250000;269.550000;50;50000;2;0;0;0;0;mq;30;20;10;100880;mq;mq;-140;279.150000;mq;282.150000;mq;276.650000;mq;mq;7.100000;7.400000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07747;20220202060000;102260;-120;5;310;14.800000;285.250000;278.650000;64;60000;0;mq;mq;mq;0;mq;mq;mq;mq;101720;mq;mq;-290;284.650000;mq;286.250000;mq;280.450000;mq;mq;23.200000;26.400000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
